full name,code,Sector_main,sector,52w_low,52w_high,ROE,P/E,EPS,DPS,DY,PTBV,RPS,PSR,Market_Cap (M),RSI_status,RSI_value,Stochastic_status,Stochastic_value
CARIMIN PETROLEUM BERHAD,5257,Main Market,Energy ,0.205,1.01,-2.83,-52,-1.81,0,0,1.46,107.81,1,218.70,Neutral,60.8,Neutral,63.2
MALAKOFF CORPORATION BERHAD,5264,Main Market,Utilities ,0.745,1.04,4.77,16,5.49,5.6,0.0619,0.79,146.96,1,4525.00,Neutral,49.1,Oversold,16.7
DOLPHIN INTERNATIONAL BERHAD,5265,Main Market,Industrial Products & Services ,0.07,0.17,-16.16,-9,-1.6,0,0,1.41,5.47,3,34.20,Neutral,51.2,Neutral,33.3
AL-SALAM REAL ESTATE INVESTMENT TRUST,5269,Main Market,Real Estate Investment Trusts ,0.77,0.9,6.49,12,6.95,5.35,0.0618,0.81,14.16,6,501.70,Neutral,61.4,Neutral,50
RED SENA BERHAD,5270,Main Market,SPAC,0.465,0.51,-92.94,-32,-1.58,0,0,29.71,0,,505.00,Neutral,68.8,Neutral,66.7
CHIN HIN GROUP BERHAD,5273,Main Market,Industrial Products & Services ,0.63,1.11,5.79,18,4.34,1.5,0.019,1.05,198.67,0,439.50,Neutral,51.8,Neutral,66.7
FOUNDPAC GROUP BERHAD,5277,Main Market,Industrial Products & Services ,0.2,0.455,11.37,22,1.66,1.99,0.0553,2.47,7.65,5,186.70,Neutral,69,Overbought,88.2
KIP REAL ESTATE INVESTMENT TRUST,5280,Main Market,Real Estate Investment Trusts ,0.725,0.905,7.19,12,7.2,6.58,0.0739,0.89,12.47,7,449.70,Neutral,61.5,Neutral,66.7
LOTTE CHEMICAL TITAN HOLDING BERHAD,5284,Main Market,Industrial Products & Services ,4.02,6.43,6.46,12,34.07,17,0.0422,0.76,400.59,1,9300.40,Neutral,31,Oversold,4.5
TECHBOND GROUP BERHAD,5289,Main Market,Industrial Products & Services ,0.735,1.02,6.24,23,3.43,0,0,1.41,19.17,4,178.30,Neutral,48,Neutral,55.6
PERUSAHAAN SADUR TIMAH MALAYSIA (PERSTIMA) BHD,5436,Main Market,Industrial Products & Services ,3.55,5.5,12.11,10,47.72,20,0.0412,1.23,987.84,0,482.60,Neutral,44.8,Oversold,0
SOUTHERN STEEL BERHAD,5665,Main Market,Industrial Products & Services ,0.72,2.08,4.85,10,10.34,3.5,0.035,0.47,825.69,0,433.60,Overbought,70.6,Overbought,83.3
ORIENTAL INTEREST BERHAD,5827,Main Market,Property ,1.95,2.28,13.13,6,35.33,7,0.0345,0.75,191.65,1,314.40,Neutral,46.1,Neutral,33.3
KPJ HEALTHCARE BERHAD,5878,Main Market,Health Care,0.875,1.17,9.54,25,405,1.96,0.0194,2.38,74.69,1,4473.70,Neutral,48.3,Neutral,60
MALAYSIA SMELTING CORPORATION BERHAD,5916,Main Market,Industrial Products & Services ,0.695,3.68,9.85,11,8.57,0,0,1.13,320.23,0,392.00,Overbought,70.5,Neutral,69.2
PACIFIC & ORIENT BERHAD,6009,Main Market,Financial Services ,0.98,1.09,-3.15,-29,-3.39,4.68,0.047,0.92,110.63,1,285.50,Neutral,44.1,Neutral,25
MAXIS BERHAD,6012,Main Market,Telecommunications & Media ,5.13,5.91,25.02,24,22.77,20,0.0364,6.04,117.6,5,42991.60,Neutral,50.8,Neutral,54.5
SHL CONSOLIDATED BHD,6017,Main Market,Property ,2.18,2.65,8.45,8,27.89,16,0.0675,0.72,75.03,3,573.80,Neutral,51.5,Neutral,41.2
PETRONAS GAS BERHAD,6033,Main Market,Utilities ,16.92,20,13.96,19,91.49,72,0.0409,2.69,277.86,6,34865.30,Neutral,45,Neutral,45
FARLIM GROUP (MALAYSIA) BHD,6041,Main Market,Property ,0.34,0.485,-0.43,-88,-0.41,0,0,0.38,6.02,6,60.60,Neutral,48.2,Neutral,50
SYARIKAT TAKAFUL MALAYSIA KELUARGA BERHAD,6139,Main Market,Financial Services ,3.26,5.51,30.07,15,35.78,15,0.0278,4.39,320.19,2,4310.70,Overbought,70.7,Neutral,70.5
BOX-PAK (MALAYSIA) BERHAD,6297,Main Market,Industrial Products & Services ,0.865,1.35,-5.96,-9,-12.4,0,0,0.53,522.6,0,132.10,Neutral,48.2,Oversold,16.7
MALAYSIA PACIFIC CORPORATION BERHAD,6548,Main Market,Property ,0.02,0.105,-0.96,-10,-0.43,0,0,0.1,6.46,1,12.90,Neutral,43,Neutral,29.4
BCB BERHAD,6602,Main Market,Property ,0.22,0.44,6.65,3,7.91,0,0,0.21,89.88,0,105.20,Neutral,35.5,Oversold,0
EUPE CORPORATION BERHAD,6815,Main Market,Property ,0.55,0.94,6.05,5,14.51,0,0,0.28,281.07,0,85.10,Neutral,55.5,Neutral,68.2
AXIATA GROUP BERHAD,6888,Main Market,Telecommunications & Media ,3.2,5.47,-28.75,-7,-55.49,13,0.0316,2.13,263.28,2,37378.30,Neutral,47.2,Neutral,27.8
DIGI.COM BERHAD,6947,Main Market,Telecommunications & Media ,3.93,4.88,220.22,24,19.82,19.6,0.0417,52.22,83.95,6,36542.50,Neutral,61.4,Overbought,95
KOBAY TECHNOLOGY BERHAD,6971,Main Market,Industrial Products & Services ,0.91,1.68,9.41,9,15.44,0,0,0.84,158.83,1,139.90,Neutral,43.9,Oversold,15.4
BINTAI KINDEN CORPORATION BERHAD,6998,Main Market,Industrial Products & Services ,0.115,0.195,8.65,6,2.25,0,0,0.52,39.78,0,39.10,Neutral,51.7,Neutral,66.7
HUBLINE BERHAD,7013,Main Market,Transportation & Logistics ,0.03,0.13,-2.8,-39,-0.14,0,0,1.1,2.76,2,210.00,Neutral,46.7,Oversold,0
YKGI HOLDINGS BERHAD,7020,Main Market,Industrial Products & Services ,0.09,0.455,-2.93,0,-38.1,0,0,0.01,96.22,0,43.80,Neutral,54,Neutral,60
AMTEL HOLDINGS BERHAD,7031,Main Market,Telecommunications & Media ,0.61,0.7,2.37,33,1.98,0,0,0.79,93.96,1,35.50,Neutral,48.4,Oversold,0
JMR CONGLOMERATION BERHAD,7043,Main Market,Industrial Products & Services ,0.95,1.1,-1.21,-115,-0.92,0,0,1.38,14.03,7,133.10,Neutral,55.1,Neutral,66.7
FAJARBARU BUILDER GROUP BHD,7047,Main Market,Construction ,0.3,0.725,5.51,10,4.28,1.5,0.0345,0.56,86.94,1,162.60,Neutral,58.4,Overbought,80
ATLAN HOLDINGS BHD,7048,Main Market,Consumer Products & Services ,4.15,4.8,11.19,19,23.84,20,0.0447,2.1,307.31,1,1133.80,Neutral,48.6,Neutral,40
PLB ENGINEERING BERHAD,7055,Main Market,Property ,1.07,1.77,-3.27,-27,-4.41,0,0,0.87,102.74,1,132.60,Neutral,40.4,Neutral,68.8
VIZIONE HOLDINGS BERHAD,7070,Main Market,Construction ,0.11,1.05,10.78,11,9.57,0,0,1.15,101.83,1,570.70,Neutral,66.7,Neutral,78.9
PHARMANIAGA BERHAD,7081,Main Market,Health Care,2,4.28,8.32,12,16.3,16,0.0792,1.03,915.51,0,526.20,Oversold,14.9,Oversold,5.7
LII HEN INDUSTRIES BHD,7089,Main Market,Consumer Products & Services ,2.25,3.31,18.66,8,32.1,11.5,0.0436,1.53,445.12,1,475.20,Neutral,42.4,Neutral,46.2
EUROSPAN HOLDINGS BERHAD,7094, Main Market,Consumer Products & Services ,0.4,0.75,-6.19,-8,-6.26,0,0,0.47,128.31,0,21.30,Neutral,51.1,Overbought,100
SUPERMAX CORPORATION BERHAD,7106, Main Market,Health Care ,1.4,4.61,11.21,18,8.62,3.15,0.0207,1.98,103.56,1,2067.70,Neutral,53.3,Neutral,66.7
ORIENTAL FOOD INDUSTRIES HOLDINGS BERHAD,7107, Main Market,Consumer Products & Services ,0.64,1.04,5.75,16,4.66,1.5,0.0196,0.94,122.8,1,183.60,Neutral,44.8,Neutral,30
PERDANA PETROLEUM BERHAD,7108, Main Market,Energy ,0.175,0.54,-8.92,-8,-5.26,0,0,0.69,24.36,2,319.20,Neutral,53.8,Oversold,15.4
D'NONCE TECHNOLOGY BHD,7114, Main Market,Industrial Products & Services ,0.29,0.755,1.92,60,0.75,0,0,1.15,67.58,1,112.20,Neutral,47.4,Neutral,37.5
ACME HOLDINGS BERHAD,7131, Main Market,Property ,0.23,0.36,3.72,22,1.18,0,0,0.82,12.64,2,62.10,Neutral,39.7,Oversold,20
DUOPHARMA BIOTECH BERHAD,7148, Main Market,Health Care ,0.925,3.43,9.89,19,7.22,3.19,0.0236,1.85,75.35,2,893.50,Overbought,76.3,Overbought,85
KOSSAN RUBBER INDUSTRIES BERHAD,7153, Main Market,Health Care ,3.44,8.75,15.76,22,15.92,6,0.0172,3.45,167.66,2,4450.70,Neutral,35.4,Oversold,17.6
CAELY HOLDINGS BHD,7154, Main Market,Consumer Products & Services ,0.37,0.645,,0,0,0,0,,0,,41.40,Neutral,52.7,Neutral,48.3
SERN KOU RESOURCES BERHAD,7180, Main Market,Consumer Products & Services ,0.48,0.645,10.97,14,3.73,0,0,1.5,85.27,1,122.40,Neutral,45.2,Neutral,41.7
SWS CAPITAL BERHAD,7186, Main Market,Consumer Products & Services ,0.59,1.17,-3.09,-38,-1.65,0,0,1.19,71.43,1,115.80,Neutral,41.5,Neutral,25
CHIN HIN GROUP PROPERTY BERHAD,7187, Main Market,Transportation & Logistics ,0.33,0.475,5.03,19,1.96,0,0,0.94,51.93,1,108.40,Neutral,54.4,Overbought,100
COMINTEL CORPORATION BHD,7195, Main Market,Industrial Products & Services ,0.045,0.235,-344.64,-1,-19.3,0,0,1.79,2.91,3,14.00,Neutral,49.6,Neutral,78.6
D&O GREEN TECHNOLOGIES BERHAD,7204, Main Market,Technology ,0.59,1,10.37,21,3.25,1,0.0145,2.2,44.34,2,763.70,Neutral,44.1,Neutral,33.3
FREIGHT MANAGEMENT HOLDINGS BERHAD,7210, Main Market,Transportation & Logistics ,0.505,1.21,6.11,10,6.29,3.33,0.0555,0.58,188.34,0,167.50,Neutral,52.4,Neutral,28.6
TAFI INDUSTRIES BERHAD,7211, Main Market,Consumer Products & Services ,0.27,0.42,-9.95,-5,-5.77,0,0,0.5,28.62,1,23.20,Neutral,46.1,Neutral,28.6
BSL CORPORATION BERHAD,7221, Main Market,Industrial Products & Services ,0.26,0.6,0.43,67,0.5,0,0,0.29,166.95,0,32.80,Neutral,45.3,Oversold,5.6
IMASPRO CORPORATION BERHAD,7222, Main Market,Industrial Products & Services ,1.85,2.35,0.83,138,1.38,3.5,0.0184,1.14,91.43,2,152.00,Oversold,26.8,Neutral,26.3
JADI IMAGING HOLDINGS BERHAD,7223, Main Market,Consumer Products & Services ,0.03,0.06,-5.54,-6,-0.72,0,0,0.35,5.16,1,42.40,Neutral,66.4,Overbought,100
P.A. RESOURCES BERHAD,7225, Main Market,Industrial Products & Services ,0.045,0.085,-0.06,-16,-0.34,0,0,0.01,7.93,1,102.90,Neutral,51.2,Neutral,33.3
WATTA HOLDING BERHAD,7226, Main Market,Industrial Products & Services ,0.26,0.95,-5.61,-21,-3.7,0,0,1.2,19.05,4,66.70,Neutral,46.2,Neutral,55.6
TOMEI CONSOLIDATED BERHAD,7230, Main Market,Consumer Products & Services ,0.47,0.65,2.3,14,3.42,0,0,0.33,406.94,0,67.90,Neutral,44.1,Neutral,26.7
BIO OSMO BERHAD,7243, Main Market,Consumer Products & Services ,0.03,0.08,-61,-6,-1.22,0,0,3.75,0.55,14,59.70,Overbought,70.6,Overbought,83.3
WZ SATU BERHAD,7245, Main Market,Industrial Products & Services ,0.16,0.625,-43.21,-1,-20.74,0,0,0.64,99.99,0,141.90,Neutral,49.8,Neutral,60
SLP RESOURCES BERHAD,7248, Main Market,Industrial Products & Services ,0.805,1.5,13.93,15,7.97,1.5,0.0123,2.13,59.34,2,386.70,Neutral,49.3,Overbought,85.7
TEO SENG CAPITAL BERHAD,7252, Main Market,Consumer Products & Services ,0.735,1.37,10.88,11,10.12,3,0.0259,1.25,163.43,1,348.00,Neutral,41.1,Oversold,9.1
HANDAL RESOURCES BERHAD,7253, Main Market,Energy ,0.275,0.535,-9.36,-7,-5.15,0,0,0.65,34.87,1,56.80,Neutral,47,Neutral,30
DIALOG GROUP BERHAD,7277, Main Market,Energy ,2.72,3.66,13.33,37,8.6,3.2,0.0101,4.91,49.19,6,17884.00,Neutral,47.1,Oversold,16.7
AHB HOLDINGS BERHAD,7315, Main Market,Consumer Products & Services ,0.115,0.255,2.81,27,0.59,0,0,0.76,10.02,2,28.20,Neutral,63,Overbought,83.3
KEN HOLDINGS BERHAD,7323, Main Market,Property ,0.555,0.94,7.05,5,12.55,0,0,0.38,33.53,2,129.40,Neutral,47.1,Neutral,50
MGB BERHAD,7595, Main Market,Construction ,0.665,1.42,7.17,12,6.38,0,0,0.84,151.19,0,372.70,Neutral,52.3,Neutral,57.1
AJIYA BERHAD,7609, Main Market,Industrial Products & Services ,0.5,0.64,7.02,7,8.07,0,0,0.49,125.53,0,170.60,Neutral,58.2,Neutral,70
ASIA BRANDS BERHAD,7722, Main Market,Consumer Products & Services ,0.325,0.88,-7.21,-11,-4.58,0,0,0.83,65.7,1,122.10,Neutral,63.9,Neutral,67.9
POLY GLASS FIBRE (M) BERHAD,8117, Main Market,Industrial Products & Services ,0.26,0.51,3.48,13,3.66,0,0,0.45,42.37,1,75.20,Neutral,57.5,Overbought,100
DAIBOCHI BERHAD,8125, Main Market,Industrial Products & Services ,1.55,2.4,7.75,40,4.65,3.35,0.0181,3.08,131.37,1,606.60,Overbought,72.3,Neutral,79.4
TIONG NAM LOGISTICS HOLDINGS BERHAD,8397, Main Market,Transportation & Logistics ,0.57,1.16,2.1,18,3.29,0,0,0.37,135.47,0,269.60,Neutral,39.5,Neutral,42.9
PANSAR BERHAD,8419, Main Market,Industrial Products & Services ,0.7,1.29,3.47,37,2.07,1.44,0.0188,1.28,126.36,1,235.60,Neutral,35.1,Neutral,35.7
CONCRETE ENGINEERING PRODUCTS BERHAD,8435, Main Market,Industrial Products & Services ,0.63,1.42,-6.49,-7,-9.13,0,0,0.46,204.24,0,48.10,Oversold,17.9,Oversold,7.1
HWA TAI INDUSTRIES BERHAD,8478, Main Market,Consumer Products & Services ,0.28,0.42,-17.14,-6,-5.67,0,0,0.98,86.51,0,24.30,Neutral,52.4,Overbought,83.3
ENRA GROUP BERHAD,8613, Main Market,Property ,0.9,2.65,-1.09,-119,-1.2,4.5,0.0315,1.3,110.33,1,194.80,Neutral,49,Overbought,88.3
LPI CAPITAL BHD,8621, Main Market,Financial Services ,15.56,17.5,15.98,20,80,68,0.0434,3.13,382.89,4,6246.60,Neutral,32.9,Neutral,27.3
JASA KITA BERHAD,8648, Main Market,Industrial Products & Services ,0.11,0.15,-7.41,-10,-1.26,0,0,0.71,7.33,2,53.90,Neutral,56.2,Neutral,50
TEXCHEM RESOURCES BERHAD,8702, Main Market,Industrial Products & Services ,0.59,0.905,-2.7,-11,-5.44,0,0,0.31,910.03,0,77.60,Neutral,38.6,Oversold,4.5
BREM HOLDING BERHAD,8761, Main Market,Construction ,0.735,0.89,1.21,40,1.93,2,0.026,0.48,42.36,2,266.00,Neutral,51.2,Oversold,20
SANBUMI HOLDINGS BERHAD,9113, Main Market,Consumer Products & Services ,0.115,0.445,-8.46,-12,-2.96,0,0,1,11.15,3,87.20,Neutral,54.3,Neutral,62.5
FORMOSA PROSONIC INDUSTRIES BERHAD,9172, Main Market,Consumer Products & Services ,1.27,2.07,12.45,12,14.81,10,0.0581,1.45,226.6,1,425.50,Neutral,35.7,Neutral,26.7
LYSAGHT GALVANIZED STEEL BERHAD,9199, Main Market,Industrial Products & Services ,2.25,3.6,6.28,12,22.37,0,0,0.75,163.33,2,111.00,Neutral,53.1,Neutral,66.7
GADANG HOLDINGS BHD,9261, Main Market,Construction ,0.475,0.905,11.37,6,12.39,3,0.0423,0.65,95.56,1,469.80,Neutral,61.7,Neutral,71.4
PINTARAS JAYA BHD,9598, Main Market,Construction ,2.05,3.18,4.85,27,8.73,20,0.0851,1.31,108.1,2,389.80,Neutral,60.2,Overbought,85.7
SAM ENGINEERING & EQUIPMENT (M) BERHAD,9822, Main Market,Industrial Products & Services ,6.33,8.48,14.61,14,56.96,23.36,0.029,2.07,543.71,1,1089.40,Neutral,59.3,Neutral,79.3
SUIWAH CORPORATION BERHAD,9865, Main Market,Consumer Products & Services ,1.92,2.83,3.93,17,16.02,1,0.0037,0.67,677.56,0,165.90,Neutral,62.4,Neutral,28.6
BRIGHT PACKAGING INDUSTRY BERHAD,9938, Main Market,Industrial Products & Services ,0.14,0.24,-1.07,-31,-0.67,0,0,0.34,29.77,1,43.10,Neutral,59.7,Neutral,66.7
REX INDUSTRY BERHAD,9946, Main Market,Consumer Products & Services ,0.34,0.505,-14.68,-6,-6.9,0,0,0.89,53.19,1,103.60,Neutral,54.1,Overbought,100
RGT BERHAD,9954, Main Market,Industrial Products & Services ,0.08,0.25,6.18,27,0.63,0,0,1.67,12.08,1,98.10,Neutral,42.5,Neutral,33.3
PENSONIC HOLDINGS BERHAD,9997, Main Market,Consumer Products & Services ,0.34,0.64,-4.78,-9,-4.25,0,0,0.44,255.24,0,50.60,Neutral,44,Oversold,14.3
REDTONE-LA,0032LA,Bond & Loan,Telecommunications & Media ,0.065,0.18,0,0,0,0,0,0,0,0,0.00,Oversold,26.4,Neutral,50
DIN040000223,0400GA,Bond & Loan,Bond Islamic,97.8,99.8,,0,0,0,0,,0,,0.00,Neutral,50.6,Neutral,33.3
DIN045801028,0400GB,Bond & Loan,Bond Islamic,97.42,100.7,,0,0,0,0,,0,,0.00,Neutral,68.8,Overbought,100
DIN042300721,0400GC,Bond & Loan,Bond Islamic,98.86,101.5,,0,0,0,0,,0,,0.00,Neutral,46.3,Oversold,5.9
IHS046000824,0401GA,Bond & Loan,Bond Islamic,92.2,98,,0,0,0,0,,0,,0.00,Oversold,0,Oversold,0
ABFMY1,0800EA,ETF,ETF-Bond,1.1,1.19,,25,4.76,4.65,0.0392,,4.95,24,1499.50,Overbought,74.8,Overbought,100
FBMKLCI-EA,0820EA,ETF,ETF-Equity,1.75,1.96,,67,2.63,6.1,0.0347,,5.02,35,2.90,Neutral,38.8,Overbought,95.1
MYETFDJ,0821EA,ETF,ETF-Equity,1.04,1.25,,25,4.26,4.83,0.046,,15.63,7,289.70,Oversold,20.4,Overbought,90.5
CIMBA40,0822EA,ETF,ETF-Equity,1.735,2.1,1.94,53,3.52,6.8,0.0365,1.03,7.22,26,5.00,Neutral,68.9,Overbought,100
CIMBC50,0823EA,ETF,ETF-Equity,1.45,1.7,-7.4,-15,-10.88,0,0,1.13,-14.75,-11,11.90,Neutral,65.5,Overbought,100
MYETFID,0824EA,ETF,ETF-Equity,1.04,1.21,,16,7.15,5.57,0.0497,,11.3,10,47.90,Neutral,41.4,Overbought,92.6
METFSID,0825EA,ETF,ETF-Equity,0.795,0.845,,-23,-3.56,3.5,0.0426,,5.81,14,72.30,Neutral,58.5,Overbought,99.3
METFAPA,0826EA,ETF,ETF-Equity,0.985,1.075,,414,0.25,0,0,,3.56,29,18.60,Neutral,36.4,Overbought,96.3
METFUS50,0827EA,ETF,ETF-Equity,0.9,1.1,,0,-8041.86,0,0,,8.63,13,14.10,Neutral,68.3,Overbought,100
GOLDETF,0828EA,ETF,ETF-Commodity,1.6,1.795,0,0,0,0,0,0.99,0,,4167.70,Neutral,44.8,Oversold,0
CHINAETF-MYR,0829EA,ETF,ETF-Equity,5.26,6.12,,0,0,0,0,,0,,9.10,Oversold,0,Oversold,0
CHINAETF-USD,0829EB,ETF,ETF-Equity,1.275,1.275,,0,0,0,0,,0,,0.00,Oversold,0,Oversold,0
ALLIANZ-PA,1163PA,Main Market,Financial Services ,10.4,14.5,,0,0,0,0,,0,,0.00,Neutral,66.3,Overbought,85.7
